TSCO,0.8602150537634409,0.966804979253112
UNFI,0.7142857142857143,0.861271676300578
X,0.6658823529411765,0.7396449704142012
KSS,0.7336561743341404,0.8938053097345132
POW.TO,0.9019607843137255,0.9746031746031746
BBD-A.TO,null,null
CMMC.TO,0.7125748502994012,0.8904109589041096
BMO.TO,0.8623188405797102,0.9633699633699634
BOS.TO,0.7357512953367875,0.8559556786703602
CJR-B.TO,null,null
WEF.TO,0.7560975609756098,0.7732558139534884
ARG.TO,0.8082191780821918,0.5178571428571429
STLC.TO,0.7962085308056872,0.8926829268292683
CS.TO,0.6493506493506493,0.7217391304347827
ZZZ.TO,0.8913043478260869,0.8820224719101124
DAC,0.7417943107221007,0.8233890214797136
NMM,0.8356164383561644,0.8526315789473684
SB,0.7590361445783133,0.8546365914786967
SIG,0.7220956719817767,0.7894736842105263
ZIM,0.8142857142857143,0.8775510204081632
M,0.6567164179104478,0.8456973293768546
MDP,0.7265822784810126,0.8369565217391305
ATKR,0.7583547557840618,0.9098143236074271
SBLK,0.6602870813397129,0.9320113314447592
NMRK,0.7592137592137592,0.771117166212534
ASO,0.8706467661691543,0.9529411764705882
