AEC.V,0.4908256880733945,0.4718826405867971
BRAU.V,0.574468085106383,0.5480225988700564
FTG.TO,0.8461538461538461,0.9104477611940298
GDM.V,0.7272727272727273,0.7103448275862069
NSCI.V,0.39018087855297157,0.4246575342465753
OBE.TO,0.8133333333333334,0.8095238095238095
ORE.V,0.764102564102564,0.7486338797814208
PHRM.CN,0.6470588235294118,0.6448598130841121
PPR.TO,0.6565656565656566,0.5616438356164384
PUL.V,0.515625,0.550561797752809
QNC.V,0.550561797752809,0.5629453681710214
SGZ.V,0.6702702702702703,0.6695156695156695
SWIS.CN,0.6119402985074627,0.5987654320987654
VEGN.CN,0.62,0.7714285714285715
ACGI,0.569620253164557,0.5384615384615384
ACRB,0.5658914728682171,0.54
AEHL,0.6116504854368932,0.6072351421188631
AGEN,0.7320574162679426,0.7244897959183674
AHT,0.6983758700696056,0.685785536159601
AMLH,0.6972477064220184,0.6923076923076923
AMMCF,0.6363636363636364,0.7142857142857143
ANDI,0.8251748251748252,0.850187265917603
APPN,0.8194130925507901,0.8120481927710843
ASKE,0.8133333333333334,0.7985611510791367
ASTS,0.9166666666666666,0
BRGC,0.6753623188405797,0.6656151419558359
BTU,0.6940639269406392,0.6859903381642513
CARV,0.7181571815718157,0.7126436781609196
CCAJ,0.7526881720430108,0.7471264367816092
CDXC,0.7777777777777778,0.7643979057591623
CLIS,0.7124600638977636,0.7102473498233216
CLOV,0.725,0.6
CLOVW,0.5087719298245614,0.375
CSPR,0.7681159420289855,0.7723577235772358
CYBL,0.7237569060773481,0.7005988023952096
CYCN,0.7511111111111111,0.7345971563981043
CZNI,0.6847290640394089,0.6781002638522428
DCRCU,1,1
ECEZ,0.7471264367816092,0.7625
ECMH,0.6318407960199005,0.6108108108108108
EH,0.7161290322580646,0.7428571428571429
FAMI,0.706855791962175,0.6860759493670886
FSLY,0.6338672768878718,0.6253041362530414
FTPM,0.7391304347826086,0.7404580152671756
GBLX,0.6813725490196079,0.6736842105263158
GEGI,0.6470588235294118,0.6416666666666667
GGGRF,0.6666666666666666,0
GHAV,0.5921052631578947,0.6014492753623188
GIX,0.9016393442622951,0.9
GNGR,0.6945812807881774,0.651685393258427
GOEV,0.5609756097560976,0.6491228070175439
GOEVW,0.6764705882352942,0.9069767441860465
GPRO,0.7804295942720764,0.7709923664122137
GRLT,0.8160919540229885,0.8083832335329342
GTEH,0.7037037037037037,0.6831683168316832
GWTI,0.5707547169811321,0.5889724310776943
HEME,0.6875,0.680672268907563
HMLA,0.5661971830985916,0.5261538461538462
HYBE,0.7286432160804021,0.7157894736842105
IGNT,0.7060931899641577,0.6784313725490196
IHGP,0.5059760956175299,0.5113122171945701
IHT,0.7976878612716763,0.7907692307692308
ILIM,0.7282608695652174,0.7058823529411765
IMTV,0.8151260504201681,0.8090909090909091
JAN,0.6073903002309469,0.5950617283950618
JOEY,0.47368421052631576,0.5342465753424658
JPEX,0.7142857142857143,0.7142857142857143
KATX,0.7651006711409396,0.7482014388489209
KODK,0.69377990430622,0.6865671641791045
KPAY,0.6784140969162996,0.6839622641509434
KRFG,0.7142857142857143,0.6888888888888889
LFMD,0.655011655011655,0.6766169154228856
LOTZW,0.7066666666666667,0.5833333333333334
LPTH,0.8151658767772512,0.8025316455696202
MCOA,0.7669491525423728,0.7567567567567568
MILE,0.5333333333333333,0.41935483870967744
MJNA,0.7977011494252874,0.784841075794621
MKD,0.8141025641025641,0.8156028368794326
MWWC,0.7647058823529411,0.7655172413793103
NAPA,0.7142857142857143,1
NEXT,0.7339449541284404,0.7170731707317073
OPTI,0.6578947368421053,0.6542056074766355
OSAT,0.7684210526315789,0.7272727272727273
OTRK,0.7609195402298851,0.7592137592137592
OWCP,0.6319290465631929,0.6122931442080378
PCLI,0.7581863979848866,0.745945945945946
PDGO,0.7297297297297297,0.7244094488188977
PHBI,0.6691729323308271,0.654054054054054
PHIL,0.7665369649805448,0.7580645161290323
PHOT,0.7116704805491991,0.7177615571776156
PHRRF,0.6822429906542056,0.8441558441558441
PSYC,0.7321428571428571,0.7129186602870813
QEDN,0.7718631178707225,0.7704918032786885
RIBS,0.743801652892562,0.7641509433962265
SDC,0.7142857142857143,0.735632183908046
SENS,0.7523809523809524,0.7333333333333333
SIRC,0.6504424778761062,0.6367924528301887
SRMX,0.7863501483679525,0.7859327217125383
SRNW,0.7176470588235294,0.7142857142857143
STHC,0.6561604584527221,0.6566265060240963
STJO,0.6231884057971014,0.6923076923076923
TCHC,0.6758104738154613,0.679144385026738
TMMI,0.6944444444444444,0.6873449131513648
TMXN,0.6830601092896175,0.6842105263157895
TRII,0.7142857142857143,0.6793893129770993
TSP,0.6,0
VCBDQ,0.5185185185185185,0.7692307692307693
WKSP,0.7351598173515982,0.7475728155339806
WRFX,0.8142857142857143,0.8538461538461538
WTRH,0.6977777777777778,0.6784869976359338
